D1,D2,D3,D4,D5,Class
14.2358822321429,355.639979464286,284.520624107143,19.2095836607143,-47.3132476785714,a
24.3691660784314,347.734002941177,300.606733333333,26.8758098039216,-43.70839,a
28.0343995454546,393.865085454545,377.136104545455,48.1195721818182,-33.0199146363636,a
24.8906057657658,379.896255855856,367.718163963964,36.63596,-39.8007291891892,a
25.4618655263158,362.341992982456,329.944920175439,23.8512801754386,-40.9922735087719,a
23.2938551127819,353.656764661654,355.629182706767,34.5424888721805,-44.0403018796992,a
19.7264285833333,362.381581666667,342.108160833333,36.2847605833333,-39.8651843333333,a
31.13954,392.12554375,359.302266666667,43.47421875,-39.0900635416667,a
29.5971185542169,380.335203614458,362.573009638554,40.0111861445783,-41.224878313253,a
28.2145446067416,388.05461011236,357.094238202247,46.2872473033708,-36.9768913483146,a
26.7466857281553,391.323170873787,370.124090291262,44.0218200970874,-39.3965185436893,a
26.7466876699029,391.323114563107,370.124230097087,44.021845631068,-39.3965258252427,a
31.7309052830189,388.928116037736,360.357616981132,46.5859208490566,-31.4228963207547,a
23.7776597058824,381.101932352941,355.285069607843,47.8230285294118,-31.3946241176471,a
20.6759553932584,380.760002247191,348.755233707865,41.3517213483146,-38.5721905617977,a
23.1545853773585,371.743450943396,337.959960377359,41.2252091509434,-45.1063719811321,a
31.2122954054054,404.441386486487,374.171144594595,48.3768117567568,-34.9794463513513,a
32.4638761904762,386.04653015873,369.632914285714,49.7982626984127,-31.3392188888889,a
32.7640917142857,386.614955714286,383.380851428571,46.0025397142857,-40.2291557142857,a
32.7640917142857,386.614955714286,383.380851428571,46.0025397142857,-40.2291557142857,a
32.7640917142857,386.614955714286,383.380851428571,46.0025397142857,-40.2291557142857,a
36.4112150649351,415.793994805195,377.453944155844,44.8407962337662,-34.9199811688312,a
24.4944183783784,382.924005405405,364.443778378378,43.2423556756757,-34.7951627027027,a
32.1375521126761,393.36794084507,376.097538028169,42.2093404225352,-38.7284402816901,a
33.1180204054054,395.323241891892,403.86714054054,49.5141016216216,-39.347495,a
24.4944183783784,382.924005405405,364.443778378378,43.2423556756757,-34.7951627027027,a
25.289184375,369.08791875,354.2488046875,38.513123125,-36.47556109375,a
28.4509377419355,387.48264516129,383.027022580645,47.9380517741935,-34.1528317741936,a
24.6626091935484,362.857885483871,369.617041935484,49.5995964516129,-37.9814837096774,a
22.3523433898305,337.4069,325.664389830509,36.806299661017,-47.9327757627119,a
27.8977680263158,341.007471052631,348.174456578947,39.3905702631579,-40.679095131579,a
33.6717345588235,407.141245588235,386.095333823529,49.3461077941176,-41.8504252941177,a
33.6717345588235,407.141245588235,386.095333823529,49.3461077941176,-41.8504252941177,a
27.96489078125,392.1936140625,370.921328125,43.97047921875,-32.21885140625,a
33.7018328358209,393.727676119403,360.153852238806,49.1352420895523,-29.5651791044776,a
24.9982769117647,356.159302941177,367.502877941176,43.8827426470588,-46.0079136764706,a
28.9015248351648,353.938349450549,356.397741758242,43.926639010989,-39.5677697802198,a
23.0104912698413,350.274561904762,353.212961904762,45.3534426984127,-41.0008863492064,a
23.0104912698413,350.274561904762,353.212961904762,45.3534426984127,-41.0008863492064,a
24.7140898484848,342.128571212121,349.676039393939,41.0957712121212,-44.9659506060606,a
17.3308437627119,367.176849152542,363.440850847458,47.7711193220339,-38.4370505084746,a
18.4963376271186,369.208488135593,386.194855932203,47.792603559322,-37.8783174576271,a
20.8184266101695,335.518847457627,346.362666101695,36.7723608474576,-44.2508723728814,a
23.5466632467533,321.171897402597,411.155651948052,65.5928468831169,-43.1361622077922,a
26.2721385714286,291.327354285714,343.72957,38.9753348571428,-46.9456364285714,a
36.4129951162791,319.816094186047,397.725737209302,54.3351505813954,-33.4804097674419,a
-62.0050157615894,-15.9114341059603,-12.7120750662252,-63.0747789403974,-13.8010657483444,b
-61.8734217164179,-13.2065317910448,-18.7278837313433,-63.1106235820895,-21.0939742537313,b
-61.1512199122807,-15.2873227192982,-18.923694122807,-63.0226714035087,-21.9213981578947,b
-60.006253974359,-14.5128847435897,-15.3847907692308,-62.5890234615385,-22.6106394871795,b
-60.006253974359,-14.5128847435897,-15.3847907692308,-62.5890234615385,-22.6106394871795,b
-61.0434941911765,-17.0318319117647,-15.5229758823529,-63.060865,-21.9643409558823,b
-61.0365118699187,-16.8261105691057,-11.7010488699187,-62.4884004878049,-15.4029453821138,b
-61.9975019811321,-20.7282579245283,-12.6178447735849,-62.8092578301887,-17.783760754717,b
-61.3014002479339,-17.7773679338843,-12.0734471404959,-63.1438231404959,-23.7232638016529,b
-60.8045626923077,-18.0507909615385,-2.53527020205769,-62.3647044230769,-14.6607552019231,b
-61.0779602380952,-21.6872432142857,0.467757442404762,-62.0762803571429,-17.9676125,b
-61.2032304705883,-20.9862109411765,0.0172962499999998,-62.505156,-20.0794336470588,b
-61.2001893478261,-14.3729442391304,-2.82613007491304,-62.5587178260869,-20.4439358695652,b
-60.9754439130435,-20.2648786956522,-5.38593784057971,-60.6176068115942,-19.6221933333333,b
-61.0808256060606,-24.0708274242424,-11.4938815151515,-60.9853768181818,-24.5338554545455,b
-60.0458624175824,-19.1583886813187,-8.76192703296703,-62.9697113186813,-26.9969610989011,b
-61.2802226041667,-14.3103169791667,-8.77584754166667,-62.2511451041667,-23.760225,b
-60.9345216216216,-17.8548798198198,-10.1265774864865,-62.4287406306306,-23.9374552252252,b
-61.0404632352941,-19.1967879411765,-9.47055361764706,-62.0402626470588,-20.807582254902,b
-60.0222581318681,-20.0513431868132,-9.20952685714286,-62.059500989011,-26.9144028571429,b
-60.0225730337078,-15.9135856179775,-2.79497106325843,-61.6453357303371,-22.0537730337079,b
-60.2643957142857,-19.3783048051948,-5.40534944155844,-62.0323441558442,-19.0022396103896,b
-61.9948712962963,-22.3927112037037,-15.0347333333333,-62.9174792592592,-26.4172808333333,b
-60.034935049505,-17.9459556930693,-7.65312206930693,-62.0250299009901,-21.7722887128713,b
-60.6251598666667,-20.0540997333333,-11.6218972,-62.2503156,-23.8476565333333,b
-59.8437130769231,-10.3947119230769,-13.6326567948718,-59.7472808974359,-23.7170634615385,b
-59.9784683838384,-11.1762136868687,-10.2979065454545,-58.0279781818182,-23.2999238383838,b
-59.9786080373832,-11.8391338691589,-14.1419659813084,-59.1714441121495,-23.1202489719626,b
-59.9786080373832,-11.8391338691589,-14.1419659813084,-59.1714441121495,-23.1202489719626,b
-59.9786080373832,-11.8391338691589,-14.1419659813084,-59.1714441121495,-23.1202489719626,b
-60.0072746575343,-13.0234232054794,-13.102887260274,-59.3556939726028,-26.4735883561644,b
-59.9957201351352,-14.8706675675676,-26.4509237837838,-59.7304331081081,-30.3022225675676,b
-60.109269137931,-14.2775420689655,-17.3391313793103,-60.1350417241379,-29.4596217241379,b
-60.0527352307693,-12.6150198461538,-20.7172676923077,-60.1219366153846,-26.6135798461538,b
-60.0128567647059,-13.0417395588235,-14.8327235294118,-59.5650894117647,-27.1910604411765,b
-59.9629323287671,-15.1840168493151,-10.0120840684932,-59.1778382191781,-25.0409876712329,b
-59.9786185333334,-7.50149984,-12.7042517333333,-58.9174176,-25.9598609333333,b
-60.0206712903226,-7.13388503225807,-16.3688390322581,-60.0299188709678,-26.0551737096774,b
-59.9725019230769,-8.37770607692308,-16.0872733333333,-60.1815007692308,-28.3405617948718,b
-59.8602237037037,-11.5928436790123,-13.241587654321,-57.7228295061729,-21.0202620987654,b
-59.2830893150685,-10.782761369863,-15.2708116438356,-59.1749060273973,-24.6299290410959,b
-59.607176119403,-12.6250934328358,-16.3604974626866,-59.4330908955224,-27.4935656716418,b
-59.6659939655173,-13.8125596551724,-20.5632014655172,-60.0718686206896,-29.3875111206897,b
-59.197452625,-14.49033375,-20.8887135,-59.06386675,-31.165291875,b
-59.9906198198198,-12.6135858558559,-18.1238336036036,-59.3547336036036,-27.2356077477478,b
-60.0202329545455,-15.1244384090909,-21.1864606818182,-59.9680493181818,-33.4888352272727,b
-59.9789242056075,-15.0357640186916,-19.5866480373832,-60.287096635514,-32.1472688785047,b
-55.9948522727273,130.896703030303,176.702175757576,-46.360393030303,-41.5475721969697,c
-46.3337876086957,185.653706521739,228.785835869565,-30.5247642391304,-32.7861344565217,c
-55.8840828703704,150.310365740741,186.212646296296,-35.2649427777778,-36.3067161111111,c
-44.2611305333333,192.796434666667,238.309573333333,-23.3270522666667,-31.1670149333333,c
-43.3226564935065,200.025532467532,252.903293506493,-33.4954636363637,-18.9590654545455,c
-43.3226564935065,200.025532467532,252.903293506493,-33.4954636363637,-18.9590654545455,c
-54.2496568493151,133.386556164384,190.758756164384,-43.2244883561644,-38.2714889726027,c
-30.5454182142857,218.867958928571,289.7011375,-22.2232135714286,-19.1580325,c
-39.8239282352941,194.052480882353,270.3313,-28.7523017647059,-15.8821429411765,c
-51.9452368493151,157.59442739726,215.376735616438,-36.4524419178082,-21.5803880821918,c
-45.3318544,180.449393333333,253.263998666667,-38.2333849333333,-21.6343625333333,c
-33.5596809259259,213.761401851852,274.969372222222,-9.56660033333333,-17.5687098148148,c
-41.6560393333333,187.632258666667,254.005790666667,-25.5952014666667,-17.0848101333333,c
-30.2526120833333,228.221633333333,274.9944875,-17.7083185416667,-18.0244929166667,c
-46.5555348611111,184.449588888889,225.383036111111,-26.5927797222222,-49.3203236111111,c
-40.4194132653061,197.958326530612,263.271008163265,-26.9449595918367,-14.870313877551,c
-45.139102,211.378211428571,261.26514,-19.6004614285714,-20.7382871428571,c
-45.3353657407408,183.436475925926,236.454151851852,-36.789812037037,-10.5858351851852,c
-52.9932765789474,171.424284210526,227.869540789474,-42.8025801315789,-28.3208134210526,c
-47.0892823170732,180.69263902439,236.482140243902,-39.3081953658537,-18.3608206097561,c
-48.8028757534247,178.67971369863,228.275776712329,-39.9661279452055,-20.5062128767123,c
-43.6305468,213.241618666667,256.987873333333,-36.9007784,-14.8385897333333,c
-50.8830329268293,183.847704878049,226.828804878049,-51.7937873170732,-16.8728348780488,c
-52.8877197647059,174.583431764706,190.789938823529,-43.0494870588235,-21.0127388235294,c
-49.151539125,178.013885,233.59848375,-45.5868365,-20.816728625,c
-48.1275392307692,187.183689230769,227.26632,-46.2901263076923,-18.8897256923077,c
-47.2626078823529,170.557477647059,238.63882117647,-38.2141470588235,-20.1448785882353,c
-46.3661697222222,184.7960875,234.983702777778,-36.0430820833333,-18.9915890277778,c
-46.0318637894737,179.895961052632,212.580878947368,-38.5841221052631,-23.2869943157895,c
-52.9652717283951,139.281027160494,182.56852345679,-47.1758977777778,-21.934974691358,c
-54.5930574242424,139.403575757576,198.926766666667,-46.9842859090909,-22.4397198484848,c
-46.5103959183674,137.445423163265,240.671793877551,-37.8198343877551,-22.9849335714286,c
-49.7596770833333,112.584325416667,223.889048958333,-38.5216188541667,-25.2652498958333,c
-50.5860492307692,103.099023333333,227.457715384615,-40.1733441025641,-26.6939034615384,c
-50.5958406578948,103.845550789474,224.186356578947,-39.3777986842105,-28.0897435526316,c
-45.8224812844037,126.993143119266,240.332253211009,-30.6739764220183,-29.1871888990826,c
-45.2015563333334,123.98634,236.350928333333,-36.191995,-31.3024845,c
-44.35037025,140.2398375,246.5369025,-33.352305125,-27.375815125,c
-43.1768110526316,144.055439473684,244.651892105263,-39.3338147368421,-27.6090589473684,c
-45.7852035616438,128.154676712329,245.723908219178,-31.7454738356165,-31.5550236986301,c
-45.0543823404255,133.926086276596,230.530167021277,-33.5501227659575,-33.8166164893617,c
-46.253777875,131.950548375,241.47817625,-31.244507,-27.37001475,c
-50.0411968235294,124.426286823529,247.618508235294,-34.8856296470588,-24.043688,c
-49.1284490178572,119.235578392857,211.594177678571,-39.566718125,-27.7443375,c
-42.7882607142857,153.844383333333,243.400608333333,-35.7891492857143,-26.0214513095238,c
-35.2626303797468,208.371530379747,158.152867088608,-58.2568294936709,-47.0243353164557,d
-37.0680577391304,187.90225826087,174.765674782609,-58.6664131304348,-41.5564108695652,d
-39.3229065934066,178.838136263736,160.648357142857,-60.0841775824176,-41.0351687912088,d
-41.863289047619,188.999938095238,164.238363095238,-62.4603636904762,-42.9029416666667,d
-36.3775454081632,179.591363265306,168.600025510204,-62.0056718367347,-41.3537984693877,d
